iter	Logloss
363	0.2552937207
364	0.2550285851
365	0.25496808
366	0.2548850086
367	0.254813031
368	0.2547196987
369	0.2546606513
370	0.254567622
371	0.2544680044
372	0.2542071851
373	0.254128998
374	0.2540747971
375	0.254012645
376	0.2539452868
377	0.2538547942
378	0.2537947813
379	0.2537173515
380	0.2536129064
381	0.2535644986
382	0.2535031226
383	0.2534151669
384	0.2533566686
385	0.2533163255
386	0.2532453513
387	0.2530859481
388	0.2529490923
389	0.2527404482
390	0.2526845246
391	0.2526048987
392	0.2525472712
393	0.2524256742
394	0.2523243339
395	0.252235583
396	0.2521230541
397	0.2520494485
398	0.2519320732
399	0.2517937975
400	0.2517366244
401	0.2516708563
402	0.2516142133
403	0.2515367835
404	0.2513256972
405	0.2510771456
406	0.2509805003
407	0.2508399717
408	0.25066743
409	0.2504556623
410	0.2503940024
411	0.2503331565
412	0.2502683729
413	0.2501993487
414	0.2500879368
415	0.2500438264
416	0.2499589565
417	0.2497607816
418	0.2495813299
419	0.2492907881
420	0.2491853776
421	0.249018042
422	0.2488333652
423	0.2486741892
424	0.2482892739
425	0.2481979484
426	0.2480029161
427	0.2479638225
428	0.2478319646
429	0.2477770254
430	0.2475562841
431	0.247319735
432	0.2471958283
433	0.2471289244
434	0.2469368454
435	0.2465526117
436	0.2464885286
437	0.2463393105
438	0.2462586244
439	0.2461336197
440	0.2460372584
441	0.2459429038
442	0.2457045562
443	0.2454653946
444	0.2453598515
445	0.245297529
446	0.2452303789
447	0.2450137079
448	0.2449411624
449	0.2447223711
450	0.2446013798
451	0.2444492652
452	0.2444110804
453	0.2442452026
454	0.2440956059
455	0.2440177596
456	0.2437516963
457	0.2435506437
458	0.2434415226
459	0.2433619724
460	0.2433232007
461	0.2432615787
462	0.2430725098
463	0.2429742553
464	0.2428778561
465	0.2427786172
466	0.2426733959
467	0.2426220158
468	0.2425337761
469	0.2424609845
470	0.2423888744
471	0.242249122
472	0.2422009603
473	0.2421288502
474	0.2419693145
475	0.2419057425
476	0.2418567288
477	0.2416987644
478	0.2415416708
479	0.2413156666
480	0.2411584972
481	0.2410979922
482	0.2410366541
483	0.2409919379
484	0.2408531511
485	0.2407255906
486	0.2405911959
487	0.2404861261
488	0.2403962015
489	0.2403355449
490	0.2401933504
491	0.2400124978
492	0.239880337
493	0.2398111045
494	0.2397455447
495	0.2397026081
496	0.2396677931
497	0.2396254433
498	0.2395739307
499	0.2394728743
500	0.2394247883
501	0.2393575058
502	0.239312676
503	0.2392282415
504	0.2391258978
505	0.2390619661
506	0.2390067808
507	0.2388432884
508	0.2387276548
509	0.2386642153
510	0.2385995264
511	0.2385444357
512	0.2384130132
513	0.2383317971
514	0.2382597817
515	0.2381875769
516	0.2379664002
517	0.2378964483
518	0.2377703645
519	0.2377034228
520	0.2375576881
521	0.2373941578
522	0.237068517
523	0.2369841772
524	0.2368974331
525	0.2368405628
526	0.2367720119
527	0.236694866
528	0.2365408772
529	0.2363452769
530	0.2361952259
531	0.2361374091
532	0.2359090952
533	0.2356587829
534	0.2355218703
535	0.2354512558
536	0.2354072022
537	0.2351281708
538	0.2350709977
539	0.2349805051
540	0.2349123328
541	0.2348640006
542	0.2347843748
543	0.2346826747
544	0.2345702595
545	0.2343730501
546	0.23430342
547	0.234083417
548	0.2339995316
549	0.2339407871
550	0.2338892177
551	0.2337614112
552	0.2336630999
553	0.2335878661
554	0.233425396
555	0.233262055
556	0.2331920652
557	0.2330272476
558	0.2329480003
559	0.232893648
560	0.2328307765
561	0.2327445246
562	0.2326672651
563	0.2325518965
564	0.2324803923
565	0.2323960903
566	0.2323390118
567	0.2320736301
568	0.2320123109
569	0.2319478302
570	0.2317701013
571	0.2317045794
572	0.2316369939
573	0.2315796504
574	0.2312603139
575	0.2311843796
576	0.231122644
577	0.23104582
578	0.2309832324
579	0.2309212129
580	0.2308502008
581	0.2307944854
582	0.2307337153
583	0.2306676443
584	0.230584554
585	0.230514905
586	0.2304263813
587	0.2303705144
588	0.2302980636
589	0.2297548053
590	0.2296927478
591	0.2296237236
592	0.2294946486
593	0.2294206264
594	0.2293592126
595	0.2291691025
596	0.2290198466
597	0.2289573726
598	0.2288938764
599	0.2284554228
600	0.2283877616
601	0.2283028349
602	0.2279360561
603	0.2278363438
604	0.2277735102
605	0.2276473696
606	0.2275588459
607	0.22728273
608	0.2270919005
609	0.2270210399
610	0.2269412057
611	0.2268744154
612	0.2267975156
613	0.2267452836
614	0.2266816549
615	0.2266210741
616	0.2265158339
617	0.2264372871
618	0.2263664454
619	0.226209844
620	0.2261504938
621	0.226095422
622	0.2260292943
623	0.2259727838
624	0.2258377643
625	0.2257456815
626	0.2256735903
627	0.2255493618
628	0.2254825526
629	0.2254222747
630	0.2253585134
631	0.2252990306
632	0.2252155806
633	0.2251362197
634	0.2247498089
635	0.2246154331
636	0.2242900953
637	0.2242291926
638	0.2239087202
639	0.2236856692
640	0.223616361
641	0.2235107422
642	0.2232807245
643	0.2232111701
644	0.2231330209
645	0.2230597749
646	0.2229778962
647	0.2229128476
648	0.2227151648
649	0.2226462731
650	0.2225867525
651	0.2224785211
652	0.2224167476
653	0.2223169597
654	0.2222432404
655	0.222173421
656	0.2220799373
657	0.2219362093
658	0.2218774459
659	0.2218056766
660	0.221743108
661	0.2214318742
662	0.221370574
663	0.2212868967
664	0.2211084484
665	0.2210423018
666	0.2209845039
667	0.2208875178
668	0.2207996567
669	0.2207406283
670	0.2206784383
671	0.2206154722
672	0.2205538123
673	0.2204919252
674	0.2202991647
675	0.2201918988
676	0.2199128863
677	0.2197390194
678	0.2196443241
679	0.2194877416
680	0.219396435
681	0.2192259947
682	0.2191595073
683	0.2190884574
684	0.2190074495
685	0.2187778104
686	0.2185202473
687	0.2184516396
688	0.2183811765
689	0.2183078737
690	0.2181592425
691	0.2180758493
692	0.2179852999
693	0.2178434462
694	0.2175687312
695	0.2175022438
696	0.2174399781
697	0.2173762546
698	0.2173141972
699	0.2172500572
700	0.2171885677
701	0.217126851
702	0.2170669139
703	0.2170043642
704	0.2168039743
705	0.2167396261
706	0.2166780041
707	0.2164697576
708	0.2160280479
709	0.2158297025
710	0.2157647107
711	0.2157010819
712	0.2154965271
713	0.2154367792
714	0.214885494
715	0.2148200099
716	0.2147546962
717	0.2146755247
718	0.2145108585
719	0.2144321413
720	0.2143689101
721	0.2143032178
722	0.2142407628
723	0.2141806553
724	0.213902968
725	0.21373355
726	0.2135023207
727	0.2134394681
728	0.2133605427
729	0.2132964406
730	0.2132354812
731	0.2131708869
732	0.2131096246
733	0.2130360379
734	0.2129279768
735	0.212866033
736	0.2125419257
737	0.2124811367
738	0.2124199122
739	0.2123587634
740	0.2122987506
741	0.212098531
742	0.2119133431
743	0.2117824886
744	0.2116758096
745	0.2116141118
746	0.2115522815
747	0.211457359
748	0.2113722998
749	0.211295665
750	0.2112327367
751	0.2111714176
752	0.2111131275
753	0.2109350389
754	0.2108714291
755	0.2108096745
756	0.2107486015
757	0.2106645835
758	0.2106045896
759	0.2104546521
760	0.2103010987
761	0.2102431304
762	0.2098972519
763	0.2098359328
764	0.2097751248
765	0.2096847269
766	0.2096240325
767	0.2092769424
768	0.2092162101
769	0.2091557619
770	0.2090950864
771	0.209036058
772	0.2089770106
773	0.2089019662
774	0.2087025796
775	0.2086257745
776	0.208565951
777	0.2083146921
778	0.2082539409
779	0.2081954994
780	0.2081367739
781	0.2079123031
782	0.2078528582
783	0.2073461566
784	0.2072872417
785	0.2072259415
786	0.2071225377
787	0.2069771438
788	0.2069200653
789	0.2068627029
790	0.2067652624
791	0.2066594164
792	0.2066025272
793	0.2065424765
794	0.2063528586
795	0.2062550585
796	0.2061951592
797	0.2061370017
798	0.2060557098
799	0.2059970789
800	0.2059377287
801	0.2058371456
802	0.205776792
803	0.2057187291
804	0.2056626919
805	0.2056046479
806	0.2055463767
807	0.205486591
808	0.2054295315
809	0.2053713929
810	0.2053131028
811	0.2052542447
812	0.2051974124
813	0.2051395199
814	0.2049718814
815	0.2049145947
816	0.2048569672
817	0.2048004188
818	0.2047095287
819	0.2043727752
820	0.2043134438
821	0.2038267528
822	0.2033545823
823	0.2032980718
824	0.203240804
825	0.2031838012
826	0.2030545748
827	0.2029622459
828	0.2029048077
829	0.2026942137
830	0.2026375896
831	0.2024690614
832	0.2024137625
833	0.2023276999
834	0.2022438712
835	0.202187001
836	0.2021311341
837	0.2020746236
838	0.2020185863
839	0.2019609021
840	0.2019042401
841	0.2017678386
842	0.2017119339
843	0.2016552341
844	0.2015999919
845	0.2013007796
846	0.2012436632
847	0.2011875124
848	0.2009737947
849	0.2009177953
850	0.2005573964
851	0.2005018892
852	0.2003407632
853	0.2002840634
854	0.2002291242
855	0.2001726515
856	0.2001171065
857	0.200024096
858	0.1999681156
859	0.1999129113
860	0.199857726
861	0.1998012723
862	0.1997465602
863	0.1995793572
864	0.1992910305
865	0.1992360913
866	0.1991477001
867	0.1990935749
868	0.19903856
869	0.1986199088
870	0.1985648749
871	0.1985096139
872	0.1984552426
873	0.1984002845
874	0.1982346338
875	0.1981790888
876	0.1981248311
877	0.1980702516
878	0.1980158425
879	0.1979606572
880	0.1979060776
881	0.1978515171
882	0.1977971269
883	0.1977082245
884	0.1976541183
885	0.1975998985
886	0.1975453947
887	0.1974919511
888	0.197438905
889	0.1973857832
890	0.1973318095
891	0.1971780668
892	0.197124396
893	0.197071615
894	0.1969264104
895	0.1967278947
896	0.1966751704
897	0.1966216511
898	0.1965681128
899	0.1965152561
900	0.1964620775
901	0.1963838147
902	0.1962706989
903	0.1962175772
904	0.1961646825
905	0.1960207842
906	0.1959668673
907	0.1959142945
908	0.1958607941
909	0.1956811531
910	0.1956286182
911	0.1955785065
912	0.1953870522
913	0.1953351042
914	0.1952821907
915	0.1952297693
916	0.1951782757
917	0.1950986876
918	0.1950466071
919	0.1949933906
920	0.1948473152
921	0.1947947613
922	0.1947422643
923	0.1942864127
924	0.1942338589
925	0.1941307768
926	0.1940789992
927	0.1940262939
928	0.193871756
929	0.1938202813
930	0.193767841
931	0.1937160445
932	0.1936648537
933	0.1936130192
934	0.1935616959
935	0.1935102212
936	0.1933961589
937	0.1933440973
938	0.1932925468
939	0.1932419808
940	0.1931897488
941	0.1931383687
942	0.1930560356
943	0.1930046366
944	0.1929537676
945	0.192903353
946	0.1926023422
947	0.1925517951
948	0.1925017023
949	0.1924498868
950	0.1924001538
951	0.192349247
952	0.1922987188
953	0.1922480581
954	0.1921719156
955	0.1921211413
956	0.1920703102
957	0.191876641
958	0.1918256774
959	0.1917747516
960	0.1916186804
961	0.1915682279
962	0.1915180973
963	0.1914673798
964	0.1914176089
965	0.1912746193
966	0.1912249998
967	0.1911746988
968	0.1910966064
969	0.1906827638
970	0.1906331065
971	0.1905832977
972	0.1904770163
973	0.1903965195
974	0.1903461049
975	0.190295501
976	0.190245219
977	0.1901957888
978	0.1900777509
979	0.1900281315
980	0.1899789663
981	0.1899290629
982	0.1898493613
983	0.1897997608
984	0.1897505389
985	0.1897005597
986	0.1896511296
987	0.1894223613
988	0.1893748432
989	0.1893253374
990	0.1891722383
991	0.1891228082
992	0.1890737377
993	0.1890240047
994	0.1889744799
995	0.1889248983
996	0.1888764904
997	0.1885937863
998	0.1885448674
999	0.1884956833
